RecipeDB Ingredient,Sueatable Ingredient,Similarity,CF,Count,CF_Range
process cheese food,CHEESE SEMIHARD,0.8904522,8.65,2.0,"[8, 10)"
enchilada,GRANA PADANO,0.8510659,14.27,2.0,"[14, 16)"
shrimp powder,SHRIMP,0.8747839,11.95,2.0,"[10, 12)"
dietz,CAMEMBERT,0.8177666,7.55,2.0,"[6, 8)"
bean cheese burrito,CHEESE SEMIHARD,0.8353116,8.65,2.0,"[8, 10)"
bannock,CAMEMBERT,0.8101837,7.55,2.0,"[6, 8)"
longhorn cheddar cheese,CHEESE SEMIHARD,0.8647489,8.65,2.0,"[8, 10)"
sopes,HAKE,0.88387346,10.12,2.0,"[10, 12)"
goat leg,GOAT CHEESE,0.8106556,8.18,2.0,"[8, 10)"
pork sausagemeat,PORK SAUSAGE,0.96460366,17.94,2.0,"[16, 18)"
homestyle beef gravy,BEEF WITH BONE,0.84793156,19.54,2.0,"[18, 20)"
link pork sausage,PORK SAUSAGE,0.96850157,17.94,2.0,"[16, 18)"
beef bacon dripping,BACON,0.83443755,4.03,2.0,"[4, 6)"
kefir,HAKE,0.87330294,10.12,2.0,"[10, 12)"
struesel topping,PLAICE,0.8325871,6.13,2.0,"[6, 8)"
chocolate topping,CHOCOLATE,0.9703842,6.6,2.0,"[6, 8)"
brine feta cheese,CHEESE SEMIHARD,0.9031286,8.65,2.0,"[8, 10)"
pork tenderloin medallion,PORK HAM,0.8874453,7.93,2.0,"[6, 8)"
lamb skewer,LAMB WITH BONE,0.8670187,18.01,2.0,"[18, 20)"
half leg lamb,LAMB WITH BONE,0.81361866,18.01,2.0,"[18, 20)"
quark cream,CREAM,0.9005765,5.34,2.0,"[4, 6)"
cottage cheese milk,CHEESE SEMIHARD,0.8462675,8.65,2.0,"[8, 10)"
butter sugar,BUTTER,0.8551637,9.9,2.0,"[8, 10)"
fillet pork sirloin,PORK SAUSAGE,0.86023116,17.94,2.0,"[16, 18)"
jalapeno cheese dip,CHEESE SEMIHARD,0.8571392,8.65,2.0,"[8, 10)"
beef sirloin tip roast,BEEF WITH BONE,0.8190375,19.54,2.0,"[18, 20)"
garlic cheese spread,CHEESE SEMIHARD,0.8328467,8.65,2.0,"[8, 10)"
ham meat spread,PORK HAM,0.8575821,7.93,2.0,"[6, 8)"
queijo coalho cheese curd,CHEESE SEMIHARD,0.85558856,8.65,2.0,"[8, 10)"
rack beef rib,BEEF WITH BONE,0.90026194,19.54,2.0,"[18, 20)"
panquehue cheese,CHEESE,0.8742307,11.87,2.0,"[10, 12)"
beef sirloin steak grain,BEEF WITH BONE,0.8655621,19.54,2.0,"[18, 20)"
microwaveable broccoli cheese sauce,CHEESE SEMIHARD,0.8387009,8.65,2.0,"[8, 10)"
beef tenderloin cube,BEEF WITH BONE,0.8468879,19.54,2.0,"[18, 20)"
applewood bacon,BACON,0.8845437,4.03,2.0,"[4, 6)"
pork lung,PORK NECK,0.9722585,4.03,2.0,"[4, 6)"
sinamak,HAKE,0.843731,10.12,2.0,"[10, 12)"
ube,HAKE,0.8556289,10.12,2.0,"[10, 12)"
maja blanca,GRANA PADANO,0.8156879,14.27,2.0,"[14, 16)"
rayu,HAKE,0.8450994,10.12,2.0,"[10, 12)"
lamb leg,LAMB WITH BONE,0.8878131,18.01,2.0,"[18, 20)"
lamb breast chop,LAMB WITH BONE,0.8262663,18.01,2.0,"[18, 20)"
pork link sausage,PORK SAUSAGE,0.97572696,17.94,2.0,"[16, 18)"
rockfish,ROCK FISH,0.964002,6.94,2.0,"[6, 8)"
pork filling,PORK NECK,0.9190761,4.03,2.0,"[4, 6)"
asian pork,PORK NECK,0.8280512,4.03,2.0,"[4, 6)"
kucai,HAKE,0.8214106,10.12,2.0,"[10, 12)"
hamachi,HAKE,0.8304603,10.12,2.0,"[10, 12)"
beef steak grain,BEEF WITH BONE,0.88325155,19.54,2.0,"[18, 20)"
eat ham,PORK HAM,0.8163361,7.93,2.0,"[6, 8)"
tex mex cheddar cheese,CHEESE SEMIHARD,0.818006,8.65,2.0,"[8, 10)"
ebi,EMMENTAL,0.8681892,8.2,2.0,"[8, 10)"
beef sirloin strip,BEEF WITH BONE,0.8463356,19.54,2.0,"[18, 20)"
jalapeno cheese tortilla,CHEESE SEMIHARD,0.8699704,8.65,2.0,"[8, 10)"
asafoetida,GRANA PADANO,0.8100165,14.27,2.0,"[14, 16)"
koftas,HAKE,0.8833095,10.12,2.0,"[10, 12)"
amchoor,HAKE,0.86211616,10.12,2.0,"[10, 12)"
heeng,EMMENTAL,0.8727488,8.2,2.0,"[8, 10)"
paneer indian cheese curd,CHEESE SEMIHARD,0.8926681,8.65,2.0,"[8, 10)"
tarka,HAKE,0.81435955,10.12,2.0,"[10, 12)"
pork belly strip,PORK NECK,0.8845991,4.03,2.0,"[4, 6)"
masoor dhal,GRANA PADANO,0.8249401,14.27,2.0,"[14, 16)"
matzah,HAKE,0.8502883,10.12,2.0,"[10, 12)"
chocolate filling,CHOCOLATE,0.96563953,6.6,2.0,"[6, 8)"
streusel,HAKE,0.8395286,10.12,2.0,"[10, 12)"
flavor jimmy dean pork sausage,PORK SAUSAGE,0.9122375,17.94,2.0,"[16, 18)"
jalapeno bacon,BACON,0.8380307,4.03,2.0,"[4, 6)"
bulk pork sausage sage,PORK SAUSAGE,0.92899,17.94,2.0,"[16, 18)"
giblet,HAKE,0.901613,10.12,2.0,"[10, 12)"
parmesan asiago cheese,CHEESE SEMIHARD,0.87920856,8.65,2.0,"[8, 10)"
rack beef back rib,BEEF WITH BONE,0.8716613,19.54,2.0,"[18, 20)"
center pork roast,PORK SAUSAGE,0.87669617,17.94,2.0,"[16, 18)"
pork stomach,PORK NECK,0.9664054,4.03,2.0,"[4, 6)"
olive oil tuna,TUNA,0.82861745,4.68,2.0,"[4, 6)"
irish cheddar cheese,CHEESE SEMIHARD,0.8281524,8.65,2.0,"[8, 10)"
cheddar cheese curd,CHEESE SEMIHARD,0.89898556,8.65,2.0,"[8, 10)"
block sharp cheddar cheese,CHEESE SEMIHARD,0.81240386,8.65,2.0,"[8, 10)"
steak rib eye,BEEF WITH BONE,0.8503649,19.54,2.0,"[18, 20)"
loin pork roast,PORK SAUSAGE,0.88847184,17.94,2.0,"[16, 18)"
head shrimp,SHRIMP,0.9477603,11.95,2.0,"[10, 12)"
cheddar cheese rectangle,CHEESE SEMIHARD,0.88373417,8.65,2.0,"[8, 10)"
ham meat,PORK HAM,0.92544985,7.93,2.0,"[6, 8)"
cracker barrel swiss au gratin cheese,CHEESE SEMIHARD,0.85299075,8.65,2.0,"[8, 10)"
goat cheese crumbles,GOAT CHEESE,0.8302716,8.18,2.0,"[8, 10)"
macque chou,CAMEMBERT,0.8426801,7.55,2.0,"[6, 8)"
rib prime beef roast,BEEF WITH BONE,0.83931535,19.54,2.0,"[18, 20)"
beef patty,BEEF WITH BONE,0.9003403,19.54,2.0,"[18, 20)"
u,EMMENTAL,0.85641116,8.2,2.0,"[8, 10)"
spot prawn,PRAWN,0.9380994,11.95,2.0,"[10, 12)"
shank ham,PORK HAM,0.8479957,7.93,2.0,"[6, 8)"
bacon salt,BACON,0.9212321,4.03,2.0,"[4, 6)"
pork cracklin,PORK HAM,0.8809191,7.93,2.0,"[6, 8)"
chambord,CAMEMBERT,0.82282245,7.55,2.0,"[6, 8)"
link pork sausage jalapeno pepper,PORK SAUSAGE,0.8590137,17.94,2.0,"[16, 18)"
beef link sausage,BEEF WITH BONE,0.88159615,19.54,2.0,"[18, 20)"
chinese pork sausage,PORK SAUSAGE,0.8915363,17.94,2.0,"[16, 18)"
jack cheese,CHEESE,0.8203304,11.87,2.0,"[10, 12)"
colby jack cheddar cheese,CHEESE SEMIHARD,0.8859841,8.65,2.0,"[8, 10)"
fatty ham scrap,PORK HAM,0.82794297,7.93,2.0,"[6, 8)"
ham meat from,PORK HAM,0.89647174,7.93,2.0,"[6, 8)"
louis pork rib,PORK HAM,0.88535595,7.93,2.0,"[6, 8)"
gianduja chocolate,CHOCOLATE,0.9175614,6.6,2.0,"[6, 8)"
risotto,PECORINO,0.85531384,18.85,2.0,"[18, 20)"
panna cottas,GRANA PADANO,0.86063385,14.27,2.0,"[14, 16)"
zest,HAKE,0.84513354,10.12,2.0,"[10, 12)"
fine chocolate,CHOCOLATE,0.9048028,6.6,2.0,"[6, 8)"
cream layer,CREAM,0.9546443,5.34,2.0,"[4, 6)"
cheddar mozzarella cheese,CHEESE SEMIHARD,0.85194826,8.65,2.0,"[8, 10)"
parmigiano reggiano cheese shaving,CHEESE SEMIHARD,0.81748015,8.65,2.0,"[8, 10)"
parmigiano cheese,CHEESE SEMIHARD,0.8184873,8.65,2.0,"[8, 10)"
garlic parmesan cheese sauce,CHEESE SEMIHARD,0.8266346,8.65,2.0,"[8, 10)"
saturei,PLAICE,0.8279751,6.13,2.0,"[6, 8)"
part milk ricotta cheese,CHEESE SEMIHARD,0.82531226,8.65,2.0,"[8, 10)"
cheese alfredo sauce,CHEESE SEMIHARD,0.8471868,8.65,2.0,"[8, 10)"
beef tenderloin carpaccio,BEEF WITH BONE,0.86509037,19.54,2.0,"[18, 20)"
mozzarella cheese balls,CHEESE SEMIHARD,0.8537694,8.65,2.0,"[8, 10)"
queso blanco cheese,CHEESE SEMIHARD,0.82414913,8.65,2.0,"[8, 10)"
beef demi glace,BEEF WITH BONE,0.82666254,19.54,2.0,"[18, 20)"
bouillabaisse,CAMEMBERT,0.8258865,7.55,2.0,"[6, 8)"
rouille,CAMEMBERT,0.86521846,7.55,2.0,"[6, 8)"
liverwurst sausage,PORK SAUSAGE,0.88071144,17.94,2.0,"[16, 18)"
frangipane,CAMEMBERT,0.8549027,7.55,2.0,"[6, 8)"
pearlini mozzarella ball,MOZZARELLA,0.8175013,8.48,2.0,"[8, 10)"
pastini,CAMEMBERT,0.86039823,7.55,2.0,"[6, 8)"
bocconcini mozzarella cheese,CHEESE SEMIHARD,0.8202335,8.65,2.0,"[8, 10)"
bocconcini cheese,CHEESE SEMIHARD,0.8204648,8.65,2.0,"[8, 10)"
chevre,PLAICE,0.8365575,6.13,2.0,"[6, 8)"
mortadella sausage,PORK SAUSAGE,0.83766633,17.94,2.0,"[16, 18)"
beef luncheon meat,BEEF WITH BONE,0.8655342,19.54,2.0,"[18, 20)"
rib steak,BEEF WITH BONE,0.8690354,19.54,2.0,"[18, 20)"
beef dinner,BEEF WITH BONE,0.8499694,19.54,2.0,"[18, 20)"
parmesan pecorino romano cheese,CHEESE SEMIHARD,0.8473649,8.65,2.0,"[8, 10)"
asiago cheese shaving,CHEESE SEMIHARD,0.84877545,8.65,2.0,"[8, 10)"
individual vanilla sugar,VANILLA,0.82416314,4.3,2.0,"[4, 6)"
head cheese,CHEESE,0.9107079,11.87,2.0,"[10, 12)"
sandwich ham,BACON,0.84998703,4.03,2.0,"[4, 6)"
knipla,HAKE,0.84539056,10.12,2.0,"[10, 12)"
bacon end,BACON,0.9035133,4.03,2.0,"[4, 6)"
pork sausage lengthwise,PORK SAUSAGE,0.9487264,17.94,2.0,"[16, 18)"
beef brisket meat,BEEF WITH BONE,0.86581135,19.54,2.0,"[18, 20)"
yellow cheddar cheese,CHEESE SEMIHARD,0.8366715,8.65,2.0,"[8, 10)"
vanilla sauce,VANILLA,0.86482847,4.3,2.0,"[4, 6)"
pancetta salt pork,PORK HAM,0.8826099,7.93,2.0,"[6, 8)"
beef cutlet,BEEF WITH BONE,0.90855145,19.54,2.0,"[18, 20)"
polly o ricotta cheese,CHEESE SEMIHARD,0.87083274,8.65,2.0,"[8, 10)"
meat loaf mix beef,BEEF WITH BONE,0.85934055,19.54,2.0,"[18, 20)"
pork shoulder intact,PORK BONE FREE,0.85950994,5.79,2.0,"[4, 6)"
cotechino sausage,PORK SAUSAGE,0.8649427,17.94,2.0,"[16, 18)"
cottage cheese chive,CHEESE SEMIHARD,0.8851663,8.65,2.0,"[8, 10)"
mozzarella provolone cheese,CHEESE SEMIHARD,0.85351324,8.65,2.0,"[8, 10)"
basket cheese,CHEESE,0.87291133,11.87,2.0,"[10, 12)"
bulk turkey sausage,PORK SAUSAGE,0.8301273,17.94,2.0,"[16, 18)"
mostaccioli,STRACCHINO,0.8656509,4.92,2.0,"[4, 6)"
mozzarella balls,MOZZARELLA,0.8524286,8.48,2.0,"[8, 10)"
ham pork hock,PORK HAM,0.97418946,7.93,2.0,"[6, 8)"
pecorino toscano cheese,CHEESE SEMIHARD,0.8236107,8.65,2.0,"[8, 10)"
skin pork shoulder roast,PORK SAUSAGE,0.85888934,17.94,2.0,"[16, 18)"
cream extra creamy,CREAM,0.8212585,5.34,2.0,"[4, 6)"
beef chorizo sausage,PORK SAUSAGE,0.853173,17.94,2.0,"[16, 18)"
pimento cheese,CHEESE,0.90805584,11.87,2.0,"[10, 12)"
pork tenderloin loin,PORK SAUSAGE,0.89028394,17.94,2.0,"[16, 18)"
hard chorizo sausage,PORK SAUSAGE,0.82115084,17.94,2.0,"[16, 18)"
plastic,SOLE,0.8123975,5.4,2.0,"[4, 6)"
rosarita reg,MEGRIM,0.8178652,14.15,2.0,"[14, 16)"
crust cheese pizza,CHEESE SEMIHARD,0.86795884,8.65,2.0,"[8, 10)"
pork loin crosswise,PORK NECK,0.88764215,4.03,2.0,"[4, 6)"
link chorizo sausage,PORK SAUSAGE,0.8435658,17.94,2.0,"[16, 18)"
crema cream ok,CREAM,0.81946814,5.34,2.0,"[4, 6)"
tostitos cheese dip,CHEESE SEMIHARD,0.88961506,8.65,2.0,"[8, 10)"
nacho cheese sauce,CHEESE SEMIHARD,0.8686391,8.65,2.0,"[8, 10)"
pork shoulder boston butt,PORK NECK,0.8584752,4.03,2.0,"[4, 6)"
pork prime rib roast,PORK SAUSAGE,0.864308,17.94,2.0,"[16, 18)"
beef skirt,BEEF WITH BONE,0.8284404,19.54,2.0,"[18, 20)"
taco meat beef,BEEF WITH BONE,0.8815642,19.54,2.0,"[18, 20)"
pork loin rib end,PORK HAM,0.8919859,7.93,2.0,"[6, 8)"
snook,PORBEAGLE,0.82063746,11.44,2.0,"[10, 12)"
sazon completo,GRANA PADANO,0.8514336,14.27,2.0,"[14, 16)"
vegetable oil tasting pork,PORK SAUSAGE,0.83781004,17.94,2.0,"[16, 18)"
beef pork roast,PORK SAUSAGE,0.878032,17.94,2.0,"[16, 18)"
campbell nacho cheese soup,CHEESE SEMIHARD,0.8449392,8.65,2.0,"[8, 10)"
queso cheese sauce,CHEESE SEMIHARD,0.8778851,8.65,2.0,"[8, 10)"
ribeyes steak,BEEF WITH BONE,0.86395776,19.54,2.0,"[18, 20)"
chocolate sorbet,CHOCOLATE,0.9163641,6.6,2.0,"[6, 8)"
cinnnamon,CAMEMBERT,0.84419674,7.55,2.0,"[6, 8)"
caramel candy,ALMOND CHOCOLATE,0.82199025,4.8,2.0,"[4, 6)"
shrimp soup,SHRIMP,0.8580582,11.95,2.0,"[10, 12)"
natural cream,CREAM,0.84249127,5.34,2.0,"[4, 6)"
el cheese taquitos,CHEESE SEMIHARD,0.8489079,8.65,2.0,"[8, 10)"
queso panela cheese,CHEESE SEMIHARD,0.8713543,8.65,2.0,"[8, 10)"
steak tenderloin,BEEF WITH BONE,0.82985836,19.54,2.0,"[18, 20)"
fish haddock,SWARDFISH,0.8610041,12.84,2.0,"[12, 14)"
mincemeat lamb beef,BEEF WITH BONE,0.82302135,19.54,2.0,"[18, 20)"
pork loin butt,PORK NECK,0.9330311,4.03,2.0,"[4, 6)"
marnier,CAMEMBERT,0.86096513,7.55,2.0,"[6, 8)"
nacho cheese flavor,CHEESE SEMIHARD,0.8763414,8.65,2.0,"[8, 10)"
posole,CAMEMBERT,0.8650876,7.55,2.0,"[6, 8)"
percent cream,CREAM,0.8990111,5.34,2.0,"[4, 6)"
beef taquitos,BEEF WITH BONE,0.86984766,19.54,2.0,"[18, 20)"
tamale pork,PORK HAM,0.92479426,7.93,2.0,"[6, 8)"
campbell southwest nacho cheese soup,CHEESE SEMIHARD,0.83156395,8.65,2.0,"[8, 10)"
hormel beef tamale,BEEF WITH BONE,0.8304,19.54,2.0,"[18, 20)"
fish fillet total,FISH MIXED,0.8325613,4.01,2.0,"[4, 6)"
carcass catfish,CATFISH,0.9142768,8.93,2.0,"[8, 10)"
colby jack cheese jalapeno,CHEESE SEMIHARD,0.8304943,8.65,2.0,"[8, 10)"
lard pork knuckle,PORK NECK,0.89694357,4.03,2.0,"[4, 6)"
rib eye steak total,BEEF WITH BONE,0.8125264,19.54,2.0,"[18, 20)"
cabrales cheese,CHEESE,0.8956196,11.87,2.0,"[10, 12)"
steak sirloin,BEEF WITH BONE,0.81860244,19.54,2.0,"[18, 20)"
jalapeno cheese sauce,CHEESE SEMIHARD,0.8480644,8.65,2.0,"[8, 10)"
meat chorizo,BEEF WITH BONE,0.83335465,19.54,2.0,"[18, 20)"
pork tenderloin shoulder roast,PORK SAUSAGE,0.88243484,17.94,2.0,"[16, 18)"
beef burger patty,BEEF WITH BONE,0.8639096,19.54,2.0,"[18, 20)"
beef bean chili,BEEF WITH BONE,0.81023663,19.54,2.0,"[18, 20)"
pork roast jus sauce,PORK SAUSAGE,0.8894383,17.94,2.0,"[16, 18)"
meat hamburger,BEEF WITH BONE,0.8486856,19.54,2.0,"[18, 20)"
nacho cheese doritos,CHEESE SEMIHARD,0.8503443,8.65,2.0,"[8, 10)"
double pork chop,PORK SAUSAGE,0.83837247,17.94,2.0,"[16, 18)"
bacon seasoning,BACON,0.9440967,4.03,2.0,"[4, 6)"
cinnamon almond cookie,ALMOND CHOCOLATE,0.87381655,4.8,2.0,"[4, 6)"
extra beef meat,BEEF WITH BONE,0.82568175,19.54,2.0,"[18, 20)"
white goat cheese,GOAT CHEESE,0.8296026,8.18,2.0,"[8, 10)"
cheddar cheese pepper jack,CHEESE SEMIHARD,0.831306,8.65,2.0,"[8, 10)"
taco beef,BEEF WITH BONE,0.8537195,19.54,2.0,"[18, 20)"
bite cheese cracker,CHEESE SEMIHARD,0.8604628,8.65,2.0,"[8, 10)"
cheddar cheese white,CHEESE SEMIHARD,0.84582776,8.65,2.0,"[8, 10)"
pork shoulder chuck roast,PORK SAUSAGE,0.875991,17.94,2.0,"[16, 18)"
pork lard,PORK HAM,0.90480715,7.93,2.0,"[6, 8)"
chicken pork butt,PORK HAM,0.862093,7.93,2.0,"[6, 8)"
boniato,PECORINO,0.8577043,18.85,2.0,"[18, 20)"
sherbet,CAMEMBERT,0.8207811,7.55,2.0,"[6, 8)"
ackee,HAKE,0.8608676,10.12,2.0,"[10, 12)"
pork back rack,PORK NECK,0.93834436,4.03,2.0,"[4, 6)"
farfel matzo,CAMEMBERT,0.8245053,7.55,2.0,"[6, 8)"
pork out salt,PORK NECK,0.8483046,4.03,2.0,"[4, 6)"
pork shoulder must,PORK NECK,0.90320647,4.03,2.0,"[4, 6)"
cream powder,CREAM,0.9204953,5.34,2.0,"[4, 6)"
beef rib pork,PORK SAUSAGE,0.88783205,17.94,2.0,"[16, 18)"
butt pork roast,PORK SAUSAGE,0.89309716,17.94,2.0,"[16, 18)"
pork rib neck,PORK NECK,0.9297036,4.03,2.0,"[4, 6)"
pork boston butt,PORK HAM,0.8719105,7.93,2.0,"[6, 8)"
kosher beef frankfurter,BEEF WITH BONE,0.8272262,19.54,2.0,"[18, 20)"
fish fillet each,FISH MIXED,0.8680918,4.01,2.0,"[4, 6)"
aji,HAKE,0.85924155,10.12,2.0,"[10, 12)"
aguardiente,CAMEMBERT,0.8482204,7.55,2.0,"[6, 8)"
vegetable oil bacon dripping may,BACON,0.82912326,4.03,2.0,"[4, 6)"
pork belly skin,PORK NECK,0.93144757,4.03,2.0,"[4, 6)"
pork ear,PORK NECK,0.9726197,4.03,2.0,"[4, 6)"
pork tail,PORK NECK,0.9663428,4.03,2.0,"[4, 6)"
pork beef hot dog,PORK SAUSAGE,0.86426103,17.94,2.0,"[16, 18)"
beef soup mix,BEEF WITH BONE,0.8500336,19.54,2.0,"[18, 20)"
irish beef stew,BEEF WITH BONE,0.81293184,19.54,2.0,"[18, 20)"
soup campbell beef broth bouillon,BEEF WITH BONE,0.8268357,19.54,2.0,"[18, 20)"
hot dog pork,PORK SAUSAGE,0.86633897,17.94,2.0,"[16, 18)"
beef heart meat,BEEF WITH BONE,0.92101765,19.54,2.0,"[18, 20)"
layer cheese cloth,CHEESE SEMIHARD,0.85691303,8.65,2.0,"[8, 10)"
beef jerky tasajo,BEEF WITH BONE,0.8352102,19.54,2.0,"[18, 20)"
lightlife gim me beef,BEEF WITH BONE,0.81662524,19.54,2.0,"[18, 20)"
beef cocktail,BEEF WITH BONE,0.8354831,19.54,2.0,"[18, 20)"
lobster bisque,LOBSTER,0.89737654,19.3,2.0,"[18, 20)"
danish almond filling,ALMOND CHOCOLATE,0.8442762,4.8,2.0,"[4, 6)"
crisco reg ; butter,BUTTER,0.89021057,9.9,2.0,"[8, 10)"
telera,EMMENTAL,0.81259364,8.2,2.0,"[8, 10)"
pork rib shoulder,PORK NECK,0.92056966,4.03,2.0,"[4, 6)"
hash cheddar cheese,CHEESE SEMIHARD,0.84871376,8.65,2.0,"[8, 10)"
cheese sauce queso,CHEESE SEMIHARD,0.89227784,8.65,2.0,"[8, 10)"
baloney,HAKE,0.82234347,10.12,2.0,"[10, 12)"
monterey jack colby cheese,CHEESE SEMIHARD,0.8482744,8.65,2.0,"[8, 10)"
jalapeno monterey jack cheese,CHEESE SEMIHARD,0.8119278,8.65,2.0,"[8, 10)"
lobster tail meat,LOBSTER,0.8701792,19.3,2.0,"[18, 20)"
cambell fiesta nacho cheese soup,CHEESE SEMIHARD,0.8273449,8.65,2.0,"[8, 10)"
vermicelli fideo,PARMIGIANO REGGIANO,0.8680105,14.08,2.0,"[14, 16)"
pitaya,HAKE,0.85133624,10.12,2.0,"[10, 12)"
dole heart,HAKE,0.8368224,10.12,2.0,"[10, 12)"
yves,CAMEMBERT,0.8161445,7.55,2.0,"[6, 8)"
beef stock neat,BEEF BONE FREE,0.82553697,27.72,2.0,"[26, 28)"
soup ham,PORK HAM,0.8301463,7.93,2.0,"[6, 8)"
tallow,PLAICE,0.82128096,6.13,2.0,"[6, 8)"
oxtail beef back rib,BEEF WITH BONE,0.8691764,19.54,2.0,"[18, 20)"
pork sparerib rack,PORK NECK,0.8719675,4.03,2.0,"[4, 6)"
veggie cheese,CHEESE SEMIHARD,0.8950504,8.65,2.0,"[8, 10)"
monterey jack cheese sauce,CHEESE SEMIHARD,0.841037,8.65,2.0,"[8, 10)"
milk cheddar cheese,CHEESE SEMIHARD,0.8454689,8.65,2.0,"[8, 10)"
tasting pork,PORK HAM,0.84977305,7.93,2.0,"[6, 8)"
pork shoulder belly,PORK NECK,0.9396795,4.03,2.0,"[4, 6)"
dashida beef,BEEF WITH BONE,0.8429517,19.54,2.0,"[18, 20)"
pork loin omit,PORK NECK,0.818596,4.03,2.0,"[4, 6)"
beef dashida,BEEF WITH BONE,0.88829243,19.54,2.0,"[18, 20)"
beef korean rib,BEEF WITH BONE,0.8623258,19.54,2.0,"[18, 20)"
shrimp sauce,SHRIMP,0.89921796,11.95,2.0,"[10, 12)"
gyoza dumpling,PORBEAGLE,0.8107774,11.44,2.0,"[10, 12)"
meat beef great,BEEF WITH BONE,0.86058265,19.54,2.0,"[18, 20)"
pork belly shoulder,PORK NECK,0.9377474,4.03,2.0,"[4, 6)"
rib meat,BEEF WITH BONE,0.8271683,19.54,2.0,"[18, 20)"
nadru,HAKE,0.8292516,10.12,2.0,"[10, 12)"
amul cream sauce,CREAM,0.85650367,5.34,2.0,"[4, 6)"
reggianito,PARMIGIANO REGGIANO,0.9558513,14.08,2.0,"[14, 16)"
khameer,HAKE,0.85144925,10.12,2.0,"[10, 12)"
amul cheese,CHEESE,0.92446005,11.87,2.0,"[10, 12)"
palak,HAKE,0.8478457,10.12,2.0,"[10, 12)"
cutup,PLAICE,0.83157104,6.13,2.0,"[6, 8)"
yuzu,HAKE,0.81861377,10.12,2.0,"[10, 12)"
prawn meat,PRAWN,0.8389323,11.95,2.0,"[10, 12)"
deli turkey ham,PORK HAM,0.8167834,7.93,2.0,"[6, 8)"
pork luncheon meat,PORK SAUSAGE,0.87571836,17.94,2.0,"[16, 18)"
crab roe,SHRIMP,0.8516898,11.95,2.0,"[10, 12)"
be,EMMENTAL,0.859123,8.2,2.0,"[8, 10)"
ajvar,HAKE,0.8608385,10.12,2.0,"[10, 12)"
pork rib clean chop,PORK HAM,0.8236469,7.93,2.0,"[6, 8)"
prawn paste belacan,PRAWN,0.8518606,11.95,2.0,"[10, 12)"
cream youghurt,CREAM,0.8262488,5.34,2.0,"[4, 6)"
seafood octopus,OCTOPUS,0.8412229,5.8,2.0,"[4, 6)"
gianduja,PECORINO,0.8457093,18.85,2.0,"[18, 20)"
toovar dal,CAMEMBERT,0.8105273,7.55,2.0,"[6, 8)"
meet mersang,CAMEMBERT,0.8155494,7.55,2.0,"[6, 8)"
mushroom cheese grater,CHEESE SEMIHARD,0.86252004,8.65,2.0,"[8, 10)"
butter paper,BUTTER,0.8920233,9.9,2.0,"[8, 10)"
goat foot,GOAT CHEESE,0.812217,8.18,2.0,"[8, 10)"
lamb knuckle,LAMB WITH BONE,0.8655794,18.01,2.0,"[18, 20)"
liver pork,PORK NECK,0.9019545,4.03,2.0,"[4, 6)"
kibbee,HAKE,0.87816834,10.12,2.0,"[10, 12)"
kaong,HAKE,0.854296,10.12,2.0,"[10, 12)"
pork butt loin,PORK NECK,0.93959236,4.03,2.0,"[4, 6)"
pork liempo belly,PORK NECK,0.91320837,4.03,2.0,"[4, 6)"
liempo pork belly,PORK NECK,0.92122895,4.03,2.0,"[4, 6)"
pork belly butt,PORK NECK,0.9195676,4.03,2.0,"[4, 6)"
pork butt meat,PORK SAUSAGE,0.91879183,17.94,2.0,"[16, 18)"
butter ghee,BUTTER,0.84556574,9.9,2.0,"[8, 10)"
chocolate decorative candy,ALMOND CHOCOLATE,0.8831328,4.8,2.0,"[4, 6)"
rotis,HAKE,0.82707334,10.12,2.0,"[10, 12)"
fish water,FISH MIXED,0.8971386,4.01,2.0,"[4, 6)"
khus,HAKE,0.8264049,10.12,2.0,"[10, 12)"
craisin,CAMEMBERT,0.8944991,7.55,2.0,"[6, 8)"
shark,SHARK,1.0000002,10.09,2.0,"[10, 12)"
headless prawn,PRAWN FROZEN,0.8102199,17.73,2.0,"[16, 18)"
butter naan,BUTTER,0.8977724,9.9,2.0,"[8, 10)"
chicken salami pork,PORK HAM,0.8331055,7.93,2.0,"[6, 8)"
kangaroo shank,KANGAROO MEAT,0.883767,4.1,2.0,"[4, 6)"
toll chocolate morsel,CHOCOLATE,0.8760513,6.6,2.0,"[6, 8)"
lamingtons,CAMEMBERT,0.8687534,7.55,2.0,"[6, 8)"
port du salut cheese,CHEESE,0.8468553,11.87,2.0,"[10, 12)"
almond essence vanilla extract,ALMOND CHOCOLATE,0.82098025,4.8,2.0,"[4, 6)"
gill cream,CREAM,0.8770629,5.34,2.0,"[4, 6)"
dekuyper,CAMEMBERT,0.8448027,7.55,2.0,"[6, 8)"
arnott butternut,BUTTER,0.82273245,9.9,2.0,"[8, 10)"
beef chipolata sausage,PORK SAUSAGE,0.8747907,17.94,2.0,"[16, 18)"
sorbet,PLAICE,0.8571081,6.13,2.0,"[6, 8)"
bison beef rib,BEEF WITH BONE,0.86345005,19.54,2.0,"[18, 20)"
beef eye steak fillet,BEEF WITH BONE,0.884325,19.54,2.0,"[18, 20)"
vanilla icing,VANILLA,0.88514113,4.3,2.0,"[4, 6)"
chocolate rollettes,CHOCOLATE,0.91306794,6.6,2.0,"[6, 8)"
alpen chocolate,CHOCOLATE,0.9330688,6.6,2.0,"[6, 8)"
